path,extension,size_bytes,size_kb,size_mb
openvas_acgpiano_sqli-labs/openvas_acgpiano_sqli-labs.xml,.xml,792026,773.462890625,0.7553348541259766
openvas_heywoodlh_vulnerable/openvas_heywoodlh_vulnerable.txt,.txt,771680,753.59375,0.735931396484375
openvas_tleemcjr_metasploitable2/openvas_tleemcjr_metasploitable2.csv,.csv,768423,750.4130859375,0.7328252792358398
openvas_adminer_4.2/openvas_adminer_4.2_xml.json,.json,751631,734.0146484375,0.7168111801147461
openvas_acgpiano_sqli-labs/openvas_acgpiano_sqli-labs.pdf,.pdf,728521,711.4462890625,0.6947717666625977
openvas_kirscht_metasploitable3-ub1404/openvas_kirscht_metasploitable3-ub1404.txt,.txt,718460,701.62109375,0.6851768493652344
openvas_tomcat_7.0.70/openvas_tomcat_7.0.70_xml.json,.json,687660,671.54296875,0.6558036804199219
openvas_linuxserver_openssh-server/openvas_linuxserver_openssh-server_images.pdf,.pdf,683835,667.8076171875,0.652155876159668
openvas_heywoodlh_vulnerable/openvas_heywoodlh_vulnerable.csv,.csv,674374,658.568359375,0.6431331634521484
openvas_sameersbn_squid_3.3.8-23/openvas_sameersbn_squid_3.3.8-23_xml.json,.json,640689,625.6728515625,0.6110086441040039
openvas_vulnerables_phpldapadmin-remote-dump/openvas_vulnerables_phpldapadmin-remote-dump_xml.json,.json,635367,620.4755859375,0.6059331893920898
openvas_kirscht_metasploitable3-ub1404/openvas_kirscht_metasploitable3-ub1404.csv,.csv,622321,607.7353515625,0.5934915542602539
openvas_owncloud_9.1/openvas_owncloud_9.1_xml.json,.json,616411,601.9638671875,0.587855339050293
openvas_nextcloud_12/openvas_nextcloud_12_xml.json,.json,616352,601.90625,0.587799072265625
openvas_php_5.6-apache/openvas_php_5.6-apache_xml.json,.json,616296,601.8515625,0.5877456665039062
openvas_owncloud_9/openvas_owncloud_9_xml.json,.json,616234,601.791015625,0.5876865386962891
openvas_drupal_8.5/openvas_drupal_8.5_xml.json,.json,616183,601.7412109375,0.5876379013061523
openvas_vulnerables_web-dvwa/openvas_vulnerables_web-dvwa_xml.json,.json,615802,601.369140625,0.5872745513916016
openvas_wordpress_4.9/openvas_wordpress_4.9_xml.json,.json,615439,601.0146484375,0.5869283676147461
openvas_youyouorz_ssrf-vulnerable-lab/openvas_youyouorz_ssrf-vulnerable-lab_xml.json,.json,614161,599.7666015625,0.5857095718383789
openvas_php_7.0-apache/openvas_php_7.0-apache_xml.json,.json,613907,599.5185546875,0.5854673385620117
openvas_httpd_2.4.25/openvas_httpd_2.4.25_xml.json,.json,611942,597.599609375,0.5835933685302734
openvas_docker.bintray.io_jfrog_artifactory-oss_5.11.0/openvas_docker.bintray.io_jfrog_artifactory-oss_5.11.0.xml,.xml,609391,595.1083984375,0.5811605453491211
openvas_sameersbn_squid_3.5.27-2/openvas_sameersbn_squid_3.5.27-2_xml.json,.json,597315,583.3154296875,0.5696439743041992
openvas_httpd_2.2/openvas_httpd_2.2_xml.json,.json,596542,582.560546875,0.5689067840576172
openvas_ianwijaya_hackazon/openvas_ianwijaya_hackazon.csv,.csv,594882,580.939453125,0.5673236846923828
openvas_infosecwarrior_ftp_v1/openvas_infosecwarrior_ftp_v1_xml.json,.json,592718,578.826171875,0.5652599334716797
openvas_mediawiki_1.28/openvas_mediawiki_1.28.xml,.xml,589004,575.19921875,0.5617179870605469
openvas_gitea_gitea_1.4.0/openvas_gitea_gitea_1.4.0_xml.json,.json,584458,570.759765625,0.5573825836181641
openvas_gogs_gogs_0.11/openvas_gogs_gogs_0.11_xml.json,.json,584206,570.513671875,0.5571422576904297
openvas_jenkins_jenkins_2.150/openvas_jenkins_jenkins_2.150_xml.json,.json,584042,570.353515625,0.5569858551025391
openvas_gitlab_gitlab-ce_10.0.0-ce.0/openvas_gitlab_gitlab-ce_10.0.0-ce.0_xml.json,.json,573816,560.3671875,0.5472335815429688
openvas_sameersbn_bind_9.11.3-20190706/openvas_sameersbn_bind_9.11.3-20190706_xml.json,.json,571719,558.3193359375,0.5452337265014648
openvas_jenkins_jenkins_2.60/openvas_jenkins_jenkins_2.60_xml.json,.json,567042,553.751953125,0.5407733917236328
openvas_mysql_5.5/openvas_mysql_5.5_xml.json,.json,557607,544.5380859375,0.5317754745483398
openvas_docker.bintray.io_jfrog_artifactory-oss_5.11.0/openvas_docker.bintray.io_jfrog_artifactory-oss_5.11.0.pdf,.pdf,549077,536.2080078125,0.5236406326293945
openvas_glassfish_4.1/openvas_glassfish_4.1_xml.json,.json,533146,520.650390625,0.5084476470947266
openvas_citizenstig_nowasp/openvas_citizenstig_nowasp.txt,.txt,528390,516.005859375,0.5039119720458984
openvas_jasonrivers_nagios/openvas_jasonrivers_nagios_xml.json,.json,515590,503.505859375,0.49170494079589844
openvas_mediawiki_1.27/openvas_mediawiki_1.27.xml,.xml,514171,502.1201171875,0.49035167694091797
openvas_phpmyadmin_phpmyadmin_4.6/openvas_phpmyadmin_phpmyadmin_4.6_xml.json,.json,513866,501.822265625,0.49006080627441406
openvas_adamdoupe_wackopicko/openvas_adamdoupe_wackopicko.txt,.txt,512991,500.9677734375,0.4892263412475586
openvas_hackersploit_bwapp-docker/openvas_hackersploit_bwapp-docker.txt,.txt,512242,500.236328125,0.4885120391845703
openvas_raesene_bwapp/openvas_raesene_bwapp.txt,.txt,512228,500.22265625,0.4884986877441406
openvas_tomcat_6/openvas_tomcat_6_xml.json,.json,510366,498.404296875,0.4867229461669922
